children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
1,-1444.25075,42,Secondary Education,1,unmarried,4,F,business,0,28052.577,purchase of the house
0,-222.2813086,43,secondary education,1,widow / widower,2,F,employee,0,23806.413,to own a car
0,-2568.19278,28,bachelor's degree,0,married,0,F,employee,0,46482.459,university education
0,-1193.595714,57,secondary education,1,married,0,M,business,0,36846.741,buying a second-hand car
1,-4025.889116,32,secondary education,1,unmarried,4,F,employee,0,35330.446,to own a car
1,-342.2498821,26,SECONDARY EDUCATION,1,married,0,F,employee,1,38322.404,real estate transactions
0,-3707.557543,43,bachelor's degree,0,married,0,M,employee,0,66728.287,building a property
1,-4271.528215,48,SECONDARY EDUCATION,1,married,0,F,business,0,21062.978,cars
0,-1447.765059,30,bachelor's degree,0,divorced,3,F,employee,1,56618.244,transactions with commercial real estate
1,-1561.613127,32,secondary education,1,married,0,F,employee,0,12761.093,second-hand car purchase
1,-291.457554,46,secondary education,1,married,0,F,employee,0,8767.534,buy commercial real estate
2,-211.3321064,33,secondary education,1,unmarried,4,F,employee,0,15763.615,purchase of a car
0,-1821.341911,37,secondary education,1,married,0,F,employee,0,25029.511,purchase of a car
0,-1139.744216,53,secondary education,1,civil partnership,1,M,employee,0,30931.02,purchase of the house
0,-351.6338643,36,bachelor's degree,0,unmarried,4,F,employee,0,22190.587,transactions with commercial real estate
0,-1459.403423,65,secondary education,1,widow / widower,2,F,employee,0,17264.987,getting an education
0,-2344.18299,27,secondary education,1,married,0,M,employee,0,25943.447,going to university
0,-1290.619005,28,bachelor's degree,0,civil partnership,1,M,employee,0,37649.763,buy residential real estate
0,362344.2978,69,secondary education,1,married,0,M,retiree,0,27115.983,housing transactions
0,-1183.791399,57,secondary education,1,civil partnership,1,M,employee,0,18356.312,having a wedding
0,395899.352,64,secondary education,1,widow / widower,2,F,retiree,0,23954.562,purchase of the house for my family
1,-6799.624714,42,secondary education,1,married,0,F,civil servant,0,46524.918,buy commercial real estate
3,-2949.422637,35,secondary education,1,married,0,M,business,0,30804.632,car
2,-1017.178935,38,secondary education,1,married,0,F,employee,0,25219.967,construction of own property
1,-3157.923499,30,secondary education,1,civil partnership,1,M,business,0,54974.069,buy residential real estate
1,-5317.759754,58,SECONDARY EDUCATION,1,married,0,M,business,0,61209.896,car purchase
0,-2623.518683,54,bachelor's degree,0,married,0,F,employee,0,44607.597,building a real estate
0,-455.6602391,54,secondary education,1,civil partnership,1,M,employee,0,22880.843,wedding ceremony
0,-860.1763677,26,secondary education,1,unmarried,4,M,employee,0,42521.377,housing
0,-133.8767215,44,bachelor's degree,0,civil partnership,1,F,business,0,23851.444,buying property for renting out
0,,27,secondary education,1,married,0,M,business,0,,buying property for renting out
0,,59,secondary education,1,widow / widower,2,F,retiree,0,,housing
1,-1090.044759,36,bachelor's degree,0,married,0,F,employee,0,45537.608,buying property for renting out
2,-2098.643225,37,secondary education,1,married,0,F,employee,0,32510.002,getting higher education
0,,57,secondary education,1,civil partnership,1,F,business,0,,going to university
2,-1372.586114,36,bachelor's degree,0,married,0,M,business,0,88579.877,buy residential real estate
0,-2808.633986,41,bachelor's degree,0,civil partnership,1,M,business,0,49406.434,wedding ceremony
0,-683.2745024,57,Secondary Education,1,widow / widower,2,F,employee,0,11880.549,buying a second-hand car
1,-61.51845659,31,secondary education,1,unmarried,4,F,employee,0,10253.75,property
2,-623.6179247,36,Bachelor's Degree,0,married,0,M,business,0,57626.158,real estate transactions
2,-3814.2665,30,secondary education,1,married,0,F,employee,0,18611.793,car
1,-1572.400829,38,some college,2,married,0,M,employee,0,53039.263,property
0,-1093.009025,29,bachelor's degree,0,married,0,M,employee,0,41038.071,getting an education
1,-3957.878086,37,bachelor's degree,0,married,0,F,civil servant,0,69995.429,buy real estate
0,-1177.967648,46,secondary education,1,married,0,F,business,0,36843.668,car purchase
0,-2491.66658,33,Secondary Education,1,civil partnership,1,F,employee,1,10161.765,buying a second-hand car
0,,23,Some College,2,unmarried,4,M,employee,0,,getting higher education
0,-8898.362066,49,secondary education,1,married,0,F,civil servant,0,13459.136,housing
0,-554.9948299,28,bachelor's degree,0,civil partnership,1,F,business,0,28869.977,housing renovation
0,-7115.984666,50,secondary education,1,married,0,F,employee,1,81083.838,housing
2,-5763.183199,33,secondary education,1,civil partnership,1,F,civil servant,0,27369.272,having a wedding
0,-5966.901673,44,bachelor's degree,0,married,0,M,employee,0,27497.588,purchase of the house
0,-837.6106694,55,secondary education,1,married,0,M,employee,0,23658.135,second-hand car purchase
0,,55,bachelor's degree,0,civil partnership,1,F,business,0,,to have a wedding
0,-583.4827584,27,secondary education,1,married,0,F,employee,0,9154.054,property
0,374222.148,51,secondary education,1,married,0,M,retiree,0,18431.066,getting an education
0,-2093.262819,42,secondary education,1,married,0,M,employee,0,21844.005,purchase of the house
0,-2362.925093,45,bachelor's degree,0,married,0,F,business,0,30298.713,housing transactions
0,361917.9164,49,bachelor's degree,0,unmarried,4,F,retiree,0,46431.007,cars
1,,31,SECONDARY EDUCATION,1,divorced,3,M,civil servant,0,,supplementary education
1,-1426.833502,35,secondary education,1,civil partnership,1,F,employee,0,53055.239,buy real estate
1,-2220.710993,41,secondary education,1,divorced,3,F,employee,0,34773.308,getting an education
0,-1017.635506,46,secondary education,1,divorced,3,M,employee,0,13788.159,university education
0,371373.7462,54,secondary education,1,divorced,3,F,retiree,0,18236.504,purchase of my own house
0,-2777.659208,30,secondary education,1,married,0,M,employee,0,19481.594,buy commercial real estate
0,-437.4488572,29,bachelor's degree,0,married,0,F,employee,0,30337.351,going to university
0,-4560.70856,53,secondary education,1,divorced,3,F,employee,1,21785.588,buying my own car
0,-12506.3183,46,secondary education,1,married,0,F,employee,0,46854.926,property
0,-2557.748501,27,primary education,3,unmarried,4,M,business,0,60576.988,housing
0,-339.7244992,32,secondary education,1,married,0,F,employee,0,25000.834,education
0,-1102.469683,50,bachelor's degree,0,divorced,3,F,business,0,30664.261,housing renovation
0,-7272.087248,40,some college,2,married,0,F,employee,0,17199.98,real estate transactions
0,-13664.19788,57,secondary education,1,unmarried,4,F,employee,0,41695.019,building a real estate
0,368166.035,64,bachelor's degree,0,civil partnership,1,F,retiree,0,39703.689,having a wedding
0,-573.1581541,23,secondary education,1,civil partnership,1,M,business,0,25880.731,having a wedding
0,389531.9495,54,secondary education,1,unmarried,4,F,retiree,0,23090.887,getting higher education
0,-5403.638481,33,secondary education,1,unmarried,4,M,employee,0,10137.273,university education
1,-510.0221331,40,bachelor's degree,0,civil partnership,1,M,employee,0,37629.598,second-hand car purchase
1,-764.6357857,58,secondary education,1,unmarried,4,F,employee,0,17754.107,transactions with my real estate
0,-4068.941612,56,secondary education,1,civil partnership,1,F,employee,0,27014.206,wedding ceremony
0,-1776.594624,47,bachelor's degree,0,married,0,F,employee,0,42808.074,transactions with my real estate
0,391277.0407,65,bachelor's degree,0,civil partnership,1,F,retiree,0,48323.204,wedding ceremony
2,-3307.792204,40,secondary education,1,civil partnership,1,F,business,0,14656.558,to have a wedding
0,-1607.188995,61,secondary education,1,civil partnership,1,F,employee,0,51015.404,car
0,-4176.671878,41,secondary education,1,married,0,F,employee,0,26016.691,housing renovation
0,,57,bachelor's degree,0,widow / widower,2,F,retiree,0,,housing
0,,58,secondary education,1,civil partnership,1,F,retiree,0,,profile education
0,-5297.502016,53,bachelor's degree,0,unmarried,4,F,civil servant,0,16027.129,buying property for renting out
1,331291.6831,59,secondary education,1,married,0,M,retiree,0,33956.203,housing renovation
0,-2195.688842,58,secondary education,1,civil partnership,1,F,employee,0,36919.09,wedding ceremony
0,374052.6583,54,secondary education,1,civil partnership,1,M,retiree,0,38678.127,car purchase
0,,45,secondary education,1,married,0,F,employee,0,,profile education
0,-1207.938255,55,secondary education,1,married,0,M,business,0,20813.998,buy real estate
0,-191.16776,56,secondary education,1,married,0,M,employee,0,22184.6,cars
1,-1683.597865,37,secondary education,1,married,0,F,business,0,11823.664,transactions with my real estate
2,-2476.791929,45,secondary education,1,married,0,M,business,0,10478.259,buy commercial real estate
0,-2214.28258,56,secondary education,1,married,0,M,business,0,13690.702,getting higher education
0,-11033.51815,49,secondary education,1,married,0,F,employee,0,12638.439,building a property
0,397579.1732,55,secondary education,1,married,0,F,retiree,0,35272.081,housing transactions
1,-361.2953458,22,some college,2,civil partnership,1,F,business,0,9552.381,housing transactions
0,-325.699295,40,secondary education,1,civil partnership,1,F,employee,0,13858.262,to have a wedding
0,-8575.885347,46,secondary education,1,married,0,F,civil servant,0,17880.832,purchase of the house for my family
0,-2733.252455,28,secondary education,1,married,0,M,business,0,35918.871,purchase of the house for my family
0,-914.16736,44,bachelor's degree,0,civil partnership,1,F,business,0,23898.854,to have a wedding
0,400992.4366,66,secondary education,1,married,0,F,retiree,0,7264.551,supplementary education
0,-3782.22288,60,secondary education,1,married,0,M,business,0,38055.263,buying a second-hand car
0,-6507.922473,56,secondary education,1,married,0,M,employee,0,32438.966,buying property for renting out
1,-351.6852632,22,bachelor's degree,0,married,0,M,employee,1,26897.646,buy residential real estate
0,-6088.417968,39,bachelor's degree,0,married,0,M,business,0,21274.992,second-hand car purchase
2,-1590.277921,27,secondary education,1,married,0,F,employee,0,24545.06,going to university
0,348328.7537,63,secondary education,1,divorced,3,F,retiree,0,10127.222,going to university
1,-178.0917294,28,bachelor's degree,0,married,0,M,employee,0,36221.716,housing
0,389595.2956,63,bachelor's degree,0,married,0,F,retiree,0,65559.911,buying a second-hand car
1,-342.5914333,45,secondary education,1,married,0,F,business,0,14568.568,real estate transactions
0,,53,secondary education,1,widow / widower,2,F,employee,1,,to own a car
0,-573.6324651,33,secondary education,1,civil partnership,1,M,employee,0,23990.901,wedding ceremony
2,-5444.643865,36,bachelor's degree,0,married,0,M,civil servant,0,26270.512,profile education
0,-5812.67157,58,secondary education,1,widow / widower,2,F,employee,0,10539.625,to get a supplementary education
0,391012.411,63,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,0,13222.08,purchase of the house
0,-11131.05126,51,secondary education,1,unmarried,4,F,employee,0,30338.434,car
2,-1814.098908,41,secondary education,1,civil partnership,1,F,business,0,52819.493,having a wedding
1,-5461.539811,44,secondary education,1,married,0,F,civil servant,0,36631.29,purchase of my own house
2,-1606.839009,29,bachelor's degree,0,married,0,F,business,0,20693.849,property
0,-538.5319034,33,secondary education,1,unmarried,4,M,employee,0,20226.86,housing
0,-2143.165506,60,secondary education,1,divorced,3,F,business,0,52130.829,building a real estate
0,-663.8847701,27,secondary education,1,unmarried,4,F,employee,0,41720.513,to buy a car
0,-2969.035931,59,BACHELOR'S DEGREE,0,civil partnership,1,M,employee,0,10051.604,having a wedding
0,-2086.501856,62,Bachelor's Degree,0,widow / widower,2,F,business,0,48333.136,cars
0,,48,secondary education,1,civil partnership,1,F,business,0,,wedding ceremony
0,338417.7923,53,BACHELOR'S DEGREE,0,married,0,F,retiree,0,13128.854,transactions with commercial real estate
1,-3356.654453,27,secondary education,1,unmarried,4,F,employee,0,22485.009,construction of own property
0,-289.4715937,36,secondary education,1,married,0,M,employee,0,27376.046,profile education
0,351449.845,64,bachelor's degree,0,civil partnership,1,F,retiree,0,26894.365,to have a wedding
1,-565.1466882,31,bachelor's degree,0,divorced,3,F,business,0,12274.019,university education
0,-1078.497074,55,secondary education,1,married,0,M,business,0,19084.094,purchase of the house for my family
1,-3267.738265,45,bachelor's degree,0,civil partnership,1,F,employee,0,18968.37,having a wedding
0,,56,secondary education,1,married,0,F,retiree,0,,supplementary education
0,-3756.010676,51,secondary education,1,divorced,3,F,employee,0,70821.134,construction of own property
0,389587.0422,59,secondary education,1,civil partnership,1,F,retiree,0,20250.069,buy real estate
1,-3401.059553,44,SECONDARY EDUCATION,1,civil partnership,1,M,employee,0,22251.341,transactions with my real estate
1,-6318.086562,34,secondary education,1,married,0,M,business,0,18804.629,buying my own car
0,-1307.838624,50,secondary education,1,married,0,F,employee,0,20401.114,university education
2,-2222.890097,27,Secondary Education,1,civil partnership,1,M,employee,0,15862.481,to get a supplementary education
